index,J_XYL_F_0001_01,J_XYL_F_0001_02,J_XYL_F_0002_01,J_XYL_F_0002_02,J_XYL_F_0003_01,J_XYL_F_0003_02,J_XYL_F_0004_01,J_XYL_F_0004_02,J_XYL_F_0005_01,J_XYL_F_0005_02,J_XYL_F_0006_01,J_XYL_F_0006_02,J_XYL_F_0010_01,J_XYL_F_0010_02,J_XYL_F_0012_01,J_XYL_F_0012_02,J_XYL_F_0013_01,J_XYL_F_0013_02,J_XYL_F_0015_01,J_XYL_F_0015_02,J_XYL_F_0016_01,J_XYL_F_0016_02,J_XYL_F_0018_01,J_XYL_F_0018_02,J_XYL_F_0020_01,J_XYL_F_0020_02,J_XYL_F_0025_01,J_XYL_F_0025_02,J_XYL_F_0031_01,J_XYL_F_0031_02,J_XYL_F_0032_01,J_XYL_F_0032_02,J_XYL_F_0034_01,J_XYL_F_0034_02,J_XYL_F_0036_01,J_XYL_F_0036_02,J_XYL_F_0043_01,J_XYL_F_0043_2,J_XYL_F_0044_01,J_XYL_F_0044_02,J_XYL_F_0045_01,J_XYL_F_0045_2,J_XYL_F_0046_01,J_XYL_F_0046_02,J_XYL_F_0047_01,J_XYL_F_0047_02,J_XYL_F_0048_01,J_XYL_F_0049_02,J_XYL_F_0050_01,J_XYL_F_0050_02,J_XYL_F_0051_01,J_XYL_F_0051_02,J_XYL_F_0053_01,J_XYL_F_0053_02,J_XYL_F_0057_01,J_XYL_F_0057_02,J_XYL_F_0058_01,J_XYL_F_0058_02,J_XYL_F_0059_01,J_XYL_F_0059_02,J_XYL_F_0060_01,J_XYL_F_0060_02,J_XYL_F_0061_01,J_XYL_F_0061_02,J_XYL_F_0062_01,J_XYL_F_0062_02,J_XYL_F_0064_01,J_XYL_F_0064_02,J_XYL_F_0065_01,J_XYL_F_0065_02,J_XYL_F_0066_01,J_XYL_F_0066_02,K_XYL_F_0001_01,K_XYL_F_0001_02,K_XYL_F_0002_01,K_XYL_F_0002_02,K_XYL_F_0003_01,K_XYL_F_0003_02,K_XYL_F_0004_01,K_XYL_F_0004_02,K_XYL_F_0005_01,K_XYL_F_0005_02,K_XYL_F_0007_01,K_XYL_F_0007_02,K_XYL_F_0008_01,K_XYL_F_0008_02,K_XYL_F_0009_01,K_XYL_F_0009_02,K_XYL_F_0011_01,K_XYL_F_0011_02,K_XYL_F_0012_01,K_XYL_F_0012_02,K_XYL_F_0013_01,K_XYL_F_0013_02,K_XYL_F_0017_01,K_XYL_F_0017_02,K_XYL_F_0018_01,K_XYL_F_0018_02,K_XYL_F_0022_01,K_XYL_F_0022_02,K_XYL_F_0028_01,K_XYL_F_0028_02,K_XYL_F_0030_02,K_XYL_F_0030_03,K_XYL_F_0033_01,K_XYL_F_0033_02,K_XYL_F_0035_01,K_XYL_F_0035_02,K_XYL_F_0036_01,K_XYL_F_0036_02,K_XYL_F_0037_01,K_XYL_F_0037_02,K_XYL_F_0038_01,K_XYL_F_0038_02,K_XYL_F_0039_01,K_XYL_F_0039_02,K_XYL_F_0042_01,K_XYL_F_0042_02,K_XYL_F_0043_01,K_XYL_F_0043_02,K_XYL_F_0044_01,K_XYL_F_0044_02,K_XYL_F_0045_01,K_XYL_F_0045_02,K_XYL_F_0046_01,K_XYL_F_0046_02,K_XYL_F_0047_01,K_XYL_F_0047_02,K_XYL_F_0048_01,K_XYL_F_0048_02
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Anaerococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group,0,0,10,172,0,0,15,133,0,27,0,0,11,23,0,0,0,0,0,0,0,0,16,0,33,0,0,47,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,36,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,0,14
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,0,0,0,0,219,98,208,66,43,321,0,0,246,111,0,0,100,0,0,0,45,455,0,0,0,0,0,107,207,231,0,112,0,105,77,0,293,248,0,249,0,0,173,108,0,0,0,156,0,0,0,0,70,116,0,312,0,0,455,300,0,73,17,0,30,59,0,0,142,222,0,0,166,0,144,0,273,0,0,0,0,0,81,0,44,183,0,0,189,189,182,116,0,0,0,0,0,108,2777,73,0,0,0,43,0,0,161,230,60,0,0,99,0,200,66,0,0,0,122,83,0,0,215,0,244,0,143,258,0,139
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Peptoclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1,188,101,0,82,0,16,0,24,50,74,197,47,436,29,38,0,196,0,0,100,81,0,69,0,0,53,60,175,69,26,42,0,0,0,0,0,172,0,80,400,0,23,23,29,105,0,0,508,102,0,98,39,108,119,0,0,0,144,41,96,67,49,0,0,21,490,0,212,22,0,0,30,96,0,0,0,0,22,21,0,34,0,41,0,0,0,67,0,94,0,56,0,23,207,220,224,136,78,364,123,0,45,14,0,38,0,27,50,119,0,56,17,19,19,143,120,0,106,0,20,0,108,98,0,126,0,0,60,0,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia,67,235,219,343,75,629,459,387,107,317,0,61,135,152,609,234,27,0,70,29,41,430,256,0,152,132,0,311,105,249,0,251,38,168,0,37,496,0,0,314,273,80,41,145,335,479,0,569,248,0,214,38,37,221,0,169,629,343,170,222,254,270,480,27,0,11,46,174,149,230,49,59,144,0,91,21,133,207,176,280,125,579,541,1000,172,0,313,237,321,340,157,275,372,322,234,484,2309,125,0,180,0,70,188,0,0,258,554,611,68,218,251,253,99,227,308,27,223,147,379,145,129,121,64,64,62,69,161,402,199,545
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56,0,0,0,111,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,107,0,0,0,0,0,45,0,0,0,0,0,0,116,0,0,0,0,0,100,0,0,68
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_torques_group,0,267,0,73,0,0,127,120,0,142,245,578,180,167,0,0,129,0,94,181,93,0,283,163,193,0,164,206,621,255,56,175,0,36,113,94,176,98,0,0,58,0,0,236,252,297,0,274,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,471,0,119,173,0,0,0,0,0,0,0,0,224,0,0,0,88,0,0,0,0,0,170,0,142,75,0,48,0,18,0,0,0,0,0,0,0,0,96,113,166,100,79,315,282,194,0,0,0,0,98,183,204,0,80,120,0,38,0,0,106,101,101,187
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group,0,26,0,334,0,140,400,208,0,0,0,0,92,40,72,0,102,15,0,0,101,18,317,117,142,0,0,48,163,71,184,143,200,0,292,0,139,141,0,0,27,54,174,89,91,0,0,72,101,0,0,0,0,99,0,0,0,0,81,88,0,0,0,0,148,42,130,38,0,117,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,89,0,0,0,13,77,0,90,0,0,0,4,107,73,0,0,81,112,44,62,0,56,0,47,0,0,0,113,0,109,0,0,0,0,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,40,0,0,0,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1819,0,0,0,62,0,0,0,94,0,0,0,0,9,22,0,0,0,0,0,0,17,0,22,0,40,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,4,15,12,0,0,0,8,0,0,0,117,55,0,21,0,33,46,23,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,93,10,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Candidatus_Soleaferrea,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,6,8,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,0,47,0,99,0,31,1476,68,0,0,0,0,0,0,0,30,21,24,0,28,0,23,38,0,0,35,161,228,33,34,0,33,0,2,93,0,20,0,0,9,0,90,144,26,30,0,80,0,24,0,0,0,34,30,0,0,49,0,86,25,46,25,0,0,130,80,61,15,208,10,19,0,18,0,0,0,0,0,0,0,0,0,14,0,0,45,0,70,0,43,0,45,0,63,28,21,2,33,0,22,0,0,21,24,37,30,42,157,124,0,29,29,35,35,46,0,69,0,63,8,47,0,77,32,40,0,84,0,56,0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia,0,0,0,0,0,0,0,0,62,0,100,0,0,0,0,0,0,0,0,0,0,16,75,50,41,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,115,129,0,0,51,45,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus,53,39,0,0,0,0,0,0,0,94,0,0,0,0,32,34,0,0,172,86,500,13,38,312,0,340,0,198,53,0,0,47,183,0,0,0,45,17,0,666,0,99,161,0,0,31,33,366,277,0,231,21,68,40,0,107,0,0,257,20,22,0,0,11,608,30,351,0,153,0,0,0,0,14,188,0,0,12,51,0,0,0,0,0,0,0,0,0,140,336,0,0,0,244,170,134,0,9,263,22,0,179,40,0,49,309,0,12,1049,49,21,33,24,19,0,0,5,0,0,0,0,35,0,0,0,0,0,102,13,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium,25,16,0,0,0,0,0,0,0,0,238,0,205,13,0,0,0,0,0,0,59,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,129,0,202,0,0,0,0,0,0,0,17,0,90,133,107,0,0,0,21,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,6,0,3,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,107,65,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,0,102,0,80,0,90,0,60,0,84,0,0,0,18,0,95,97,37,122,116,114,46,87,0,0,47,0,177,153,112,137,107,37,198,138,207,103,0,0,0,0,78,102,70,81,102,54,45,109,0,7,0,64,49,0,0,0,13,69,0,93,0,0,27,97,0,58,0,51,0,62,0,0,0,0,0,0,26,0,83,0,172,0,0,0,12,0,74,0,30,0,135,0,97,132,73,62,73,146,119,32,63,58,126,0,54,78,33,50,0,145,111,120,49,69,0,62,0,39,0,60,0,83,0,0,0,82,0,109,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,17,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium-Methylorubrum,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,40,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__uncultured,0,40,0,0,0,0,33,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,20,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,22,0,0,0,0,50,62,0,0,51,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,89,0,0,0,0,0,0,0,41,0,0,28,0,73,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,0,0,0,0,152,0,0,0,0,43,0,0,0,0,138,0,0,21,0,0,56,63,66,0,90,0,0,0,8,72,61,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,192,84,0,115,0,96,35,18,57,0,74,50,0,0,0,0,0,0,56,29,0,0,26,0,168,32,0,0,0,0,80,0,0,0,0,0,66,0,44,102,0,0,22,0,0,62,0,104,34,0,163,0,0,0,59,122,16,0,0,0,14,38,0,0,154,0,146,0,95,0,0,0,0,11,0,26,27,49
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__UCG-010,0,0,16,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group,0,0,282,405,20,22,145,149,45,69,0,0,158,182,0,0,0,0,0,0,0,0,130,0,120,0,0,43,0,0,0,0,62,0,0,0,0,0,0,0,0,0,120,81,0,0,0,0,0,0,0,21,0,0,0,0,0,47,0,43,0,0,0,0,35,0,2,6,290,162,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,292,185,0,0,133,189,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,2,0,0,0,0,0,0,0,0,52,0,67,0,0,0,0,0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella,0,17,55,6,0,22,50,29,0,9,0,0,10,0,27,24,65,26,22,201,404,49,0,0,0,352,0,49,280,0,15,193,273,484,42,139,6,0,0,203,64,87,185,24,206,0,0,2,245,0,318,0,18,192,673,269,267,0,580,0,127,121,1162,406,603,446,358,0,2,1,489,349,0,0,187,0,4245,0,198,0,0,0,0,0,28,13,13,44,150,433,35,46,58,201,4606,1840,307,304,356,32,293,240,0,0,0,150,114,0,288,0,0,0,257,328,670,136,54,0,97,11,36,0,61,26,4,50,149,0,1,0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,23,0,0,0,0,0,0,0,0,0,4,118,0,9,75,8,56,0,0,0,0,0,0,10,0,0,0,0,9,53,0,18,0,0,0,0,0,0,0,54,0,0,0,0,0,28,43,0,40,0,0,0,0,214,0,20,21,0,15,0,0,0,0,0,141,0,0,17,24,19,0,7,0,0,0,0,0,0,31,20
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,64,0,0,0,0,0,0,0,0,20,0,124,0,42,100,110,0,25,0,31,0,0,0,0,40,60,0,0,0,127,0,0,0,0,0,41,0,0,0,0,0,42,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,65,0,29,0,0,0,12,129,0,80,0,13,0,0,0,0,0,0,29,0,35,96,0,0,0,0,0,7,0,0,0,97,0,0,0,0,0,3,10,28,0,10,0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;__,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,8,0,0,0,0,71,0,0,27,84,152,0,34,0,19,0,0,0,0,58,86,0,0,0,97,0,0,0,18,0,58,0,0,0,0,0,85,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,65,0,0,0,14,105,0,118,0,0,0,0,0,0,0,0,54,0,63,134,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,83,0,0,0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,0,24,0,0,104,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,37,0,57,0,0,0,0,0,0,0,0,165,84,121,23,0,0,0,0
d__Bacteria;__;__;__;__;__,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,4,0,0,2,0,0,0,8,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,9,0,7,0,0,0,1,0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,18,7,0,0,0,35,0,95,0,91,0,67,0,48,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,23,0,0,0,0,171,7,27,0,0,0,24,0,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,45,11,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,33,9,0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter,0,0,0,0,0,37,20,29,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,39,0,0,0,0,0,16,0,0,0,25,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,27,0,0,0,0,0,0,0,30,0,0,0,6,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella,82,99,0,19,0,0,2,0,50,0,0,0,0,24,86,43,21,0,182,116,98,204,25,0,0,96,0,0,0,0,26,47,0,0,132,57,214,205,378,302,0,0,7,0,162,235,15,0,0,0,0,0,140,134,0,0,0,120,0,33,0,0,165,0,54,17,13,0,21,41,0,0,0,0,0,0,0,94,0,0,0,0,148,370,84,0,165,142,0,0,15,42,219,0,25,0,0,0,0,0,0,0,0,0,171,69,240,50,33,0,141,166,818,147,0,0,86,0,130,41,0,24,116,0,91,0,287,674,45,240
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,0,0,84,28,0,0,0,0,82,143,0,0,183,77,0,0,0,0,40,107,12,0,74,0,35,0,26,9,256,163,0,0,115,72,0,42,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,116,115,0,0,20,17,0,0,54,141,0,0,0,0,0,0,75,0,0,0,142,8,0,0,165,0,0,0,91,0,0,0,0,0,30,22,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,7,0,0,65,5,0,0,125,117,2,0,71,0,0,0,106,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Phocea,0,0,0,0,27,0,28,0,0,0,0,0,32,25,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
